,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
1319,Female,Loyal Customer,53,Business travel,102,1,1,1,2,4,4,3,0,1,Satisfied
1320,Female,Loyal Customer,35,Business travel,102,1,1,1,5,4,5,4,0,0,Satisfied
1322,Female,Disloyal Customer,0,Business travel,102,5,5,5,4,4,3,4,0,0,Neutral
1332,Male,Loyal Customer,39,Business travel,102,2,2,2,4,5,5,2,9,5,Satisfied
1333,Female,Loyal Customer,74,Business travel,102,4,4,4,5,4,4,2,31,34,Dissatisfied
1343,Female,Loyal Customer,55,Business travel,102,3,3,3,4,4,4,4,0,0,Neutral
1346,Female,Loyal Customer,56,Business travel,102,5,4,5,3,4,4,4,34,31,Satisfied
1350,Female,Loyal Customer,43,Business travel,102,2,3,3,2,2,2,4,0,0,Dissatisfied
1352,Female,Loyal Customer,43,Business travel,102,2,2,2,4,5,5,4,0,0,Satisfied
1354,Male,Loyal Customer,47,Personal Travel,102,1,2,0,5,1,1,4,0,0,Dissatisfied
1359,Female,Loyal Customer,43,Business travel,102,3,3,3,3,4,5,3,39,48,Satisfied
1369,Female,Disloyal Customer,26,Business travel,102,3,3,3,4,4,4,4,0,0,Dissatisfied
1383,Female,Loyal Customer,59,Business travel,102,0,5,1,3,5,3,4,0,5,Satisfied
1385,Female,Loyal Customer,43,Business travel,102,4,4,4,4,5,4,4,140,156,Satisfied
1390,Male,Loyal Customer,55,Business travel,102,5,3,5,4,4,4,3,0,0,Satisfied
1391,Female,Loyal Customer,44,Business travel,102,5,5,5,5,4,5,3,0,0,Satisfied
1392,Male,Loyal Customer,33,Business travel,102,0,5,3,4,4,4,4,0,0,Neutral
1404,Female,Loyal Customer,33,Personal Travel,102,3,4,3,3,2,2,4,13,25,Dissatisfied
1405,Male,Disloyal Customer,35,Business travel,102,3,3,3,3,3,4,3,0,0,Dissatisfied
1408,Female,Loyal Customer,34,Business travel,106,4,4,4,3,4,5,5,0,3,Satisfied
1413,Female,Disloyal Customer,40,Business travel,106,5,5,3,4,4,4,4,0,0,Neutral
1415,Female,Loyal Customer,60,Business travel,106,5,5,5,5,4,4,4,2,2,Satisfied
1430,Male,Loyal Customer,36,Business travel,106,5,5,5,5,5,5,2,89,84,Satisfied
1431,Male,Loyal Customer,65,Business travel,106,2,4,4,1,1,2,4,0,0,Dissatisfied
1432,Male,Disloyal Customer,57,Business travel,106,4,4,4,3,3,4,3,0,0,Satisfied
1436,Male,Loyal Customer,60,Business travel,106,4,1,2,5,2,4,3,0,0,Dissatisfied
1437,Female,Loyal Customer,42,Business travel,106,4,4,4,4,5,4,4,0,0,Satisfied
1438,Male,Loyal Customer,13,Personal Travel,106,3,1,3,2,2,3,2,0,0,Dissatisfied
1443,Male,Loyal Customer,80,Business travel,106,4,4,4,5,4,5,5,0,0,Satisfied
1445,Male,Loyal Customer,37,Business travel,106,2,4,4,3,3,2,4,3,0,Dissatisfied
1448,Female,Loyal Customer,52,Business travel,106,1,1,1,2,5,3,3,0,0,Satisfied
1450,Female,Loyal Customer,48,Business travel,106,1,3,3,1,4,1,4,19,13,Dissatisfied
1453,Female,Loyal Customer,37,Business travel,106,2,2,2,4,5,4,2,0,0,Satisfied
1473,Male,Disloyal Customer,63,Business travel,106,3,4,4,3,3,5,3,0,0,Dissatisfied
1478,Male,Loyal Customer,51,Business travel,106,1,1,1,2,5,4,4,0,1,Satisfied
1488,Male,Loyal Customer,41,Business travel,106,0,5,3,4,4,4,4,0,0,Neutral
1490,Female,Loyal Customer,13,Personal Travel,106,3,5,0,3,3,4,3,0,0,Dissatisfied
1491,Male,Loyal Customer,37,Business travel,106,4,2,4,4,4,5,2,0,0,Satisfied
1495,Male,Loyal Customer,60,Personal Travel,106,4,4,4,4,2,4,3,0,0,Satisfied
1497,Male,Loyal Customer,40,Business travel,106,3,3,3,4,4,4,4,0,0,Neutral
1511,Female,Disloyal Customer,22,Business travel,107,4,0,3,3,3,5,3,0,0,Satisfied
1514,Male,Loyal Customer,48,Business travel,107,4,4,3,4,4,4,4,0,0,Neutral
1516,Female,Disloyal Customer,22,Business travel,107,3,2,3,4,4,4,4,1,0,Dissatisfied
1517,Female,Loyal Customer,39,Business travel,107,5,5,5,5,5,5,5,6,14,Satisfied
1520,Female,Loyal Customer,57,Business travel,107,2,2,2,4,4,3,2,0,0,Satisfied
1522,Male,Disloyal Customer,37,Business travel,108,5,5,5,3,3,5,3,0,5,Satisfied
1525,Female,Disloyal Customer,57,Business travel,108,3,3,3,4,4,4,4,0,0,Dissatisfied
1531,Female,Loyal Customer,47,Business travel,108,5,3,5,3,4,4,5,20,20,Satisfied
1532,Female,Disloyal Customer,54,Business travel,108,2,2,3,4,4,4,4,0,0,Neutral
1533,Female,Loyal Customer,53,Business travel,108,0,5,0,2,4,4,4,0,0,Satisfied
1535,Female,Disloyal Customer,37,Business travel,108,5,5,5,2,2,5,2,0,0,Satisfied
1537,Male,Loyal Customer,41,Business travel,108,2,2,2,2,5,4,5,5,0,Satisfied
1541,Male,Loyal Customer,27,Business travel,108,5,5,5,4,4,1,4,0,28,Satisfied
1542,Male,Loyal Customer,70,Business travel,108,3,2,2,4,2,3,2,2,0,Dissatisfied
1545,Female,Disloyal Customer,40,Business travel,108,3,3,3,5,5,4,5,0,0,Dissatisfied
1548,Male,Disloyal Customer,27,Business travel,108,4,4,4,5,5,4,5,0,0,Satisfied
1551,Male,Loyal Customer,37,Business travel,108,2,2,4,3,5,5,3,0,0,Satisfied
1553,Male,Disloyal Customer,47,Business travel,108,2,2,2,3,3,5,3,0,0,Dissatisfied
1554,Female,Loyal Customer,45,Business travel,108,4,4,4,3,4,5,3,0,0,Satisfied
1560,Female,Loyal Customer,51,Business travel,108,1,2,2,5,2,1,2,0,0,Dissatisfied
1561,Female,Loyal Customer,59,Business travel,108,3,3,3,3,5,4,5,0,0,Satisfied
1562,Male,Loyal Customer,47,Business travel,108,1,1,1,5,5,4,3,0,0,Satisfied
1563,Male,Loyal Customer,36,Business travel,108,3,3,3,5,4,5,5,0,4,Satisfied
1576,Male,Loyal Customer,33,Business travel,109,3,3,3,4,4,4,4,0,1,Satisfied
1579,Male,Loyal Customer,70,Business travel,109,0,4,0,3,2,2,3,0,0,Satisfied
1582,Male,Disloyal Customer,33,Business travel,109,3,4,4,4,4,4,4,26,46,Dissatisfied
1584,Male,Loyal Customer,16,Personal Travel,109,2,4,3,4,4,4,4,0,0,Neutral
1587,Male,Loyal Customer,58,Business travel,109,2,2,2,3,5,5,3,0,0,Satisfied
1595,Female,Loyal Customer,38,Business travel,109,1,1,1,1,5,5,2,0,0,Satisfied
1599,Male,Loyal Customer,52,Business travel,109,2,2,2,1,4,4,2,0,0,Satisfied
1605,Female,Loyal Customer,52,Business travel,109,1,4,4,5,4,1,4,40,53,Dissatisfied
1610,Female,Loyal Customer,39,Business travel,109,0,5,0,3,4,2,5,0,0,Satisfied
1617,Female,Loyal Customer,46,Business travel,109,2,2,2,2,3,5,5,18,16,Satisfied
1618,Male,Loyal Customer,32,Business travel,109,0,4,0,4,4,1,4,0,0,Satisfied
1619,Female,Loyal Customer,35,Business travel,109,4,3,4,2,3,4,3,24,18,Dissatisfied
1625,Male,Loyal Customer,34,Business travel,109,4,4,4,3,4,5,2,0,0,Satisfied
1626,Male,Disloyal Customer,27,Business travel,109,3,3,3,4,4,4,4,0,0,Neutral
1627,Female,Disloyal Customer,40,Business travel,109,4,4,3,4,4,4,4,0,0,Neutral
1634,Male,Loyal Customer,75,Business travel,109,1,1,1,4,4,5,5,6,2,Satisfied
1654,Male,Loyal Customer,20,Personal Travel,109,4,4,4,4,5,1,4,0,0,Dissatisfied
1655,Female,Loyal Customer,19,Business travel,109,3,1,1,3,3,4,3,0,13,Dissatisfied
1664,Female,Loyal Customer,61,Business travel,109,4,5,3,4,4,4,4,0,0,Neutral
1668,Female,Loyal Customer,40,Personal Travel,109,3,4,3,1,4,5,4,0,0,Dissatisfied
1677,Female,Loyal Customer,26,Personal Travel,109,1,2,1,5,5,4,5,0,0,Dissatisfied
1678,Female,Loyal Customer,34,Business travel,109,1,1,1,4,5,5,5,0,3,Satisfied
1680,Male,Loyal Customer,34,Business travel,109,5,3,5,4,4,5,5,22,25,Satisfied
1684,Male,Loyal Customer,59,Business travel,109,0,5,0,3,2,2,4,0,0,Satisfied
1686,Female,Loyal Customer,51,Business travel,109,5,5,5,3,4,5,5,122,121,Satisfied
1699,Female,Loyal Customer,57,Business travel,109,1,3,3,3,3,1,3,0,0,Dissatisfied
1703,Male,Loyal Customer,33,Business travel,109,3,3,3,4,4,3,4,0,0,Satisfied
1710,Male,Loyal Customer,41,Business travel,109,2,3,4,5,1,2,2,0,0,Dissatisfied
1711,Female,Loyal Customer,15,Personal Travel,109,3,5,3,4,4,4,4,111,110,Dissatisfied
1718,Male,Disloyal Customer,38,Business travel,109,4,4,4,4,4,4,4,3,4,Dissatisfied
1733,Female,Loyal Customer,39,Business travel,,2,4,3,4,4,4,4,0,0,Neutral
1742,Female,Disloyal Customer,50,Business travel,109,1,1,3,4,4,4,4,0,0,Neutral
1748,Male,Loyal Customer,42,Business travel,109,0,5,0,5,4,4,4,9,8,Satisfied
1750,Male,Loyal Customer,30,Business travel,,1,1,3,4,5,5,5,10,0,Satisfied
1758,Female,Loyal Customer,50,Business travel,109,5,5,5,4,4,5,5,0,21,Satisfied
1759,Female,Loyal Customer,46,Business travel,109,0,4,0,1,3,3,2,0,0,Satisfied
1761,Male,Loyal Customer,45,Business travel,109,2,4,4,3,1,2,2,0,0,Dissatisfied
1765,Male,Disloyal Customer,39,Business travel,109,2,2,2,2,2,4,2,0,0,Dissatisfied
1787,Male,Loyal Customer,40,Business travel,109,2,2,2,3,4,5,5,0,0,Satisfied
1806,Female,Loyal Customer,71,Business travel,109,2,5,5,2,3,2,3,0,0,Dissatisfied
1809,Female,Loyal Customer,45,Business travel,109,0,4,0,5,4,4,2,20,39,Satisfied
1813,Female,Loyal Customer,41,Business travel,109,3,3,4,2,5,5,4,0,0,Satisfied
1814,Male,Loyal Customer,56,Business travel,109,3,3,3,5,5,5,5,0,0,Satisfied
1820,Female,Loyal Customer,51,Business travel,109,3,3,3,2,4,5,4,0,0,Satisfied
1822,Male,Loyal Customer,55,Business travel,109,0,4,3,4,4,4,4,0,0,Neutral
1823,Female,Loyal Customer,55,Business travel,109,0,4,0,5,5,5,3,0,10,Satisfied
1826,Female,Disloyal Customer,40,Business travel,109,3,3,3,4,4,4,4,0,0,Neutral
1829,Male,Loyal Customer,50,Business travel,109,2,2,2,3,4,5,2,0,0,Satisfied
1830,Male,Loyal Customer,43,Business travel,109,2,2,4,2,4,4,5,0,0,Satisfied
1832,Female,Loyal Customer,26,Business travel,109,5,5,3,4,4,4,4,6,0,Satisfied
1835,Male,Loyal Customer,56,Business travel,109,4,4,4,4,5,4,4,0,17,Satisfied
1841,Female,Loyal Customer,58,Business travel,109,2,1,1,3,1,2,2,0,0,Dissatisfied
1847,Male,Loyal Customer,50,Business travel,109,1,1,1,4,4,5,4,0,4,Satisfied
1850,Female,Disloyal Customer,19,Business travel,109,2,2,2,2,2,4,2,0,7,Dissatisfied
1859,Male,Loyal Customer,56,Business travel,109,1,1,1,5,4,5,5,0,0,Satisfied
1861,Female,Loyal Customer,37,Business travel,109,3,3,3,3,4,5,3,0,0,Satisfied
1863,Male,Loyal Customer,12,Personal Travel,109,3,4,0,3,3,4,3,0,0,Dissatisfied
1864,Female,Loyal Customer,25,Business travel,109,1,1,1,5,5,1,5,0,0,Satisfied
1865,Male,Loyal Customer,30,Business travel,,0,3,3,4,4,4,4,10,0,Satisfied
1866,Male,Loyal Customer,53,Business travel,109,5,2,5,4,5,5,3,0,0,Satisfied
1877,Male,Loyal Customer,37,Business travel,110,4,4,4,5,4,4,4,1,0,Satisfied
1887,Female,Loyal Customer,26,Business travel,110,5,5,5,5,5,2,5,3,6,Satisfied
1894,Female,Loyal Customer,57,Business travel,110,3,1,3,4,4,4,4,0,0,Neutral
1895,Male,Loyal Customer,30,Business travel,,0,5,3,4,4,1,4,10,0,Satisfied
1896,Female,Loyal Customer,50,Business travel,110,2,2,2,4,4,3,4,0,1,Satisfied
1900,Male,Loyal Customer,30,Personal Travel,,5,4,3,4,5,3,5,10,0,Satisfied
1904,Female,Loyal Customer,57,Business travel,110,5,5,5,4,5,5,3,1,0,Satisfied
1908,Male,Loyal Customer,42,Business travel,110,1,1,1,2,5,4,2,0,0,Satisfied
1912,Female,Loyal Customer,26,Business travel,110,2,2,2,4,4,5,4,0,0,Satisfied
1917,Female,Loyal Customer,59,Business travel,110,3,3,3,2,1,3,2,163,157,Dissatisfied
1922,Male,Loyal Customer,40,Business travel,110,2,2,2,1,4,5,3,0,0,Satisfied
1928,Male,Loyal Customer,58,Business travel,110,5,5,4,4,4,5,2,39,42,Satisfied
1929,Female,Loyal Customer,50,Business travel,110,5,3,5,2,3,4,2,22,24,Satisfied
1931,Male,Loyal Customer,33,Business travel,110,0,4,0,5,5,2,5,0,0,Satisfied
1935,Female,Loyal Customer,34,Business travel,110,1,4,3,4,4,4,4,0,0,Neutral
1936,Male,Loyal Customer,52,Business travel,110,0,3,0,5,1,1,4,0,6,Satisfied
1937,Male,Loyal Customer,54,Business travel,110,4,4,4,4,4,4,5,0,0,Satisfied
1944,Female,Loyal Customer,32,Business travel,110,2,1,3,4,4,4,4,0,0,Neutral
1947,Female,Disloyal Customer,22,Business travel,110,4,5,4,3,3,5,3,3,18,Satisfied
1948,Female,Loyal Customer,37,Business travel,110,3,1,3,4,4,4,4,0,0,Neutral
1961,Male,Disloyal Customer,27,Business travel,110,1,1,1,2,2,4,2,0,14,Dissatisfied
1962,Female,Loyal Customer,35,Business travel,110,5,5,5,1,4,3,2,0,0,Satisfied
1967,Female,Disloyal Customer,22,Business travel,112,5,0,3,4,4,4,4,0,0,Neutral
1969,Male,Loyal Customer,50,Business travel,112,2,2,2,3,4,3,2,0,8,Satisfied
1981,Male,Loyal Customer,62,Business travel,113,3,1,1,5,3,3,3,0,36,Dissatisfied
1982,Female,Disloyal Customer,38,Business travel,113,3,3,3,5,5,3,5,0,0,Dissatisfied
1990,Female,Loyal Customer,39,Business travel,113,5,5,5,4,5,5,5,0,0,Satisfied
1994,Male,Loyal Customer,46,Business travel,113,5,5,3,4,4,4,4,0,0,Neutral
1998,Female,Disloyal Customer,35,Business travel,113,1,1,1,3,3,4,3,0,0,Dissatisfied
2000,Female,Loyal Customer,46,Business travel,113,4,4,4,4,4,4,3,8,8,Satisfied
2003,Male,Disloyal Customer,27,Business travel,113,4,4,4,5,5,5,5,0,0,Dissatisfied
2004,Male,Loyal Customer,32,Business travel,113,4,4,4,4,4,5,4,0,0,Satisfied
2006,Male,Disloyal Customer,40,Business travel,113,1,1,1,3,3,5,3,22,20,Dissatisfied
2007,Male,Loyal Customer,43,Business travel,113,5,5,5,5,5,4,4,0,0,Satisfied
2008,Male,Disloyal Customer,47,Business travel,113,1,1,1,4,4,4,4,0,0,Dissatisfied
2011,Male,Disloyal Customer,55,Business travel,113,4,4,4,4,4,5,4,0,0,Satisfied
2015,Female,Disloyal Customer,25,Business travel,113,5,3,5,4,4,4,4,0,0,Satisfied
2019,Female,Loyal Customer,46,Business travel,113,3,3,3,4,5,4,5,0,0,Satisfied
2020,Male,Loyal Customer,60,Business travel,113,0,4,0,2,5,5,5,0,0,Satisfied
2021,Male,Loyal Customer,46,Business travel,113,3,3,3,3,5,5,3,9,3,Satisfied
2022,Male,Loyal Customer,40,Business travel,113,5,5,3,4,4,4,4,0,0,Neutral
2024,Female,Disloyal Customer,21,Business travel,113,5,0,3,4,4,4,4,0,0,Neutral
2030,Female,Disloyal Customer,26,Business travel,114,4,0,5,4,4,5,4,0,13,Satisfied
2033,Female,Loyal Customer,39,Business travel,114,1,4,4,3,3,1,3,0,43,Dissatisfied
2036,Male,Loyal Customer,35,Personal Travel,114,3,3,3,5,4,4,5,0,2,Dissatisfied
2040,Female,Loyal Customer,52,Business travel,114,4,1,4,5,5,5,2,0,0,Satisfied
2043,Male,Loyal Customer,50,Business travel,114,3,3,3,4,5,3,4,0,4,Satisfied
2049,Male,Loyal Customer,52,Business travel,114,4,4,4,2,4,5,2,0,0,Satisfied
2055,Male,Loyal Customer,36,Business travel,115,4,2,2,5,3,4,4,93,87,Dissatisfied
2056,Female,Loyal Customer,36,Business travel,115,2,3,3,4,4,4,4,0,0,Neutral
2060,Female,Loyal Customer,38,Business travel,115,1,1,3,4,4,4,4,0,0,Neutral
2061,Female,Loyal Customer,45,Business travel,115,5,5,5,5,5,4,5,16,28,Satisfied
2064,Male,Loyal Customer,59,Business travel,115,3,3,3,2,4,5,4,30,38,Satisfied
2076,Female,Loyal Customer,61,Business travel,116,0,4,0,4,2,2,4,14,10,Satisfied
2086,Male,Loyal Customer,30,Business travel,,0,5,3,4,2,4,2,10,0,Satisfied
2091,Male,Loyal Customer,63,Personal Travel,116,2,1,2,2,2,2,3,0,0,Dissatisfied
2092,Female,Loyal Customer,49,Business travel,116,4,4,4,2,4,5,4,0,2,Satisfied
2093,Male,Loyal Customer,44,Business travel,116,4,1,1,4,1,4,4,0,2,Dissatisfied
2107,Male,Loyal Customer,44,Business travel,116,3,3,3,4,5,5,4,16,25,Satisfied
2110,Female,Loyal Customer,58,Business travel,116,3,3,3,5,4,5,4,0,0,Satisfied
2113,Male,Loyal Customer,35,Business travel,116,3,3,3,2,5,4,3,0,0,Satisfied
2118,Female,Loyal Customer,63,Personal Travel,116,1,5,1,1,4,4,4,46,40,Dissatisfied
2119,Female,Loyal Customer,49,Business travel,116,4,4,3,4,4,4,4,0,0,Neutral
2130,Female,Loyal Customer,39,Business travel,116,4,1,1,1,3,4,3,0,0,Dissatisfied
2132,Male,Loyal Customer,60,Business travel,116,2,2,2,3,4,3,3,0,0,Satisfied
2133,Female,Loyal Customer,45,Business travel,116,2,1,1,5,4,2,2,0,8,Dissatisfied
2137,Female,Loyal Customer,46,Business travel,116,1,5,5,1,3,1,3,47,99,Dissatisfied
2159,Male,Loyal Customer,61,Business travel,118,3,3,3,2,5,4,5,4,0,Satisfied
2162,Female,Loyal Customer,56,Business travel,118,5,5,5,1,4,4,3,0,0,Satisfied
2166,Female,Loyal Customer,46,Personal Travel,119,4,0,4,5,4,4,3,13,32,Dissatisfied
2172,Male,Loyal Customer,41,Business travel,119,1,1,1,3,4,4,2,0,15,Satisfied
2179,Female,Loyal Customer,53,Business travel,119,4,1,5,4,4,4,2,47,42,Dissatisfied
2190,Male,Disloyal Customer,57,Business travel,119,1,1,1,2,2,5,2,0,13,Dissatisfied
2192,Female,Loyal Customer,63,Business travel,119,1,1,1,2,5,5,5,61,55,Satisfied
2203,Female,Loyal Customer,51,Business travel,119,5,5,5,2,5,4,5,0,4,Satisfied
2207,Female,Loyal Customer,40,Business travel,119,2,2,2,2,4,2,2,0,0,Dissatisfied
2209,Female,Loyal Customer,39,Business travel,119,4,4,4,5,5,3,2,0,0,Satisfied
2223,Male,Loyal Customer,41,Business travel,119,3,3,3,1,4,3,2,0,0,Satisfied
2224,Male,Loyal Customer,53,Personal Travel,119,2,3,2,4,1,1,4,0,0,Dissatisfied
2226,Female,Loyal Customer,53,Business travel,119,5,5,5,5,4,5,3,13,9,Satisfied
2236,Female,Loyal Customer,68,Business travel,119,4,4,4,5,4,5,4,0,0,Satisfied
2237,Female,Loyal Customer,48,Business travel,119,3,3,3,3,4,4,4,0,0,Satisfied
2239,Male,Loyal Customer,46,Business travel,119,5,5,4,4,5,5,2,0,0,Satisfied
2246,Male,Loyal Customer,45,Business travel,119,0,4,3,4,4,4,4,0,0,Neutral
2250,Male,Disloyal Customer,40,Business travel,119,1,1,1,5,5,3,5,20,20,Dissatisfied
2253,Female,Loyal Customer,51,Business travel,120,5,5,5,2,3,5,5,63,69,Satisfied
2258,Female,Loyal Customer,56,Business travel,120,1,1,4,3,2,1,4,17,3,Dissatisfied
2260,Male,Loyal Customer,37,Business travel,120,2,2,3,4,4,4,4,0,0,Neutral
2264,Female,Loyal Customer,41,Business travel,120,0,4,0,5,1,1,3,50,41,Satisfied
2266,Male,Loyal Customer,73,Business travel,120,5,5,5,3,4,3,3,4,1,Satisfied
2267,Male,Loyal Customer,46,Business travel,120,5,5,5,4,4,4,5,9,1,Satisfied
2281,Female,Loyal Customer,53,Business travel,120,3,3,3,3,4,5,3,0,0,Satisfied
2283,Female,Loyal Customer,46,Business travel,120,2,2,3,4,4,4,3,0,0,Satisfied
2290,Female,Loyal Customer,47,Business travel,121,5,5,5,2,4,4,5,0,2,Satisfied
2298,Female,Loyal Customer,50,Business travel,121,0,4,0,5,1,1,2,0,1,Satisfied
2303,Male,Disloyal Customer,22,Business travel,121,0,0,0,5,5,5,5,0,0,Satisfied
2310,Female,Loyal Customer,35,Business travel,122,4,4,4,2,4,5,4,84,83,Satisfied
2311,Female,Disloyal Customer,43,Business travel,122,4,4,4,2,2,4,2,0,0,Satisfied
2317,Female,Loyal Customer,53,Business travel,122,3,5,3,4,4,4,4,0,0,Neutral
2319,Female,Loyal Customer,46,Business travel,122,3,3,3,4,5,4,3,0,0,Satisfied
2320,Male,Loyal Customer,47,Business travel,122,0,4,0,4,5,5,3,0,0,Satisfied
2321,Male,Loyal Customer,42,Business travel,122,1,1,1,3,4,5,4,0,0,Satisfied
2324,Female,Disloyal Customer,72,Business travel,122,3,3,3,3,3,3,3,0,0,Dissatisfied
2327,Male,Loyal Customer,52,Business travel,122,0,5,0,2,2,2,3,0,0,Satisfied
2334,Male,Loyal Customer,49,Business travel,122,1,3,3,2,4,1,3,0,0,Dissatisfied
2337,Male,Loyal Customer,54,Business travel,122,2,3,3,2,2,2,2,36,28,Dissatisfied
2341,Female,Loyal Customer,44,Business travel,123,2,2,2,1,4,5,4,0,0,Satisfied
2344,Male,Loyal Customer,30,Business travel,,1,1,3,4,5,1,5,10,0,Satisfied
2356,Female,Loyal Customer,40,Business travel,125,0,5,0,2,4,3,4,0,0,Satisfied
2359,Male,Loyal Customer,58,Business travel,125,5,5,5,3,4,5,3,65,67,Satisfied
2362,Female,Loyal Customer,26,Personal Travel,125,3,4,3,2,2,1,2,0,0,Dissatisfied
2373,Female,Loyal Customer,41,Business travel,125,2,2,3,4,4,4,4,0,0,Neutral
2374,Female,Loyal Customer,43,Business travel,125,0,3,0,2,2,2,4,2,0,Satisfied
2376,Male,Loyal Customer,49,Personal Travel,125,1,5,1,3,5,1,4,0,0,Dissatisfied
2385,Female,Loyal Customer,53,Business travel,125,4,4,4,2,5,3,5,0,0,Satisfied
2387,Male,Loyal Customer,44,Business travel,125,2,2,2,3,3,2,2,0,0,Dissatisfied
2389,Male,Loyal Customer,39,Business travel,125,1,5,5,3,3,3,3,0,0,Satisfied
2390,Female,Disloyal Customer,20,Business travel,125,0,5,3,4,4,4,4,0,0,Neutral
2391,Female,Loyal Customer,58,Business travel,125,4,4,4,3,4,4,4,0,0,Satisfied
2396,Female,Loyal Customer,60,Business travel,125,4,1,4,3,4,4,5,0,2,Satisfied
2398,Male,Loyal Customer,32,Business travel,125,0,4,3,4,4,4,4,0,0,Neutral
2400,Male,Disloyal Customer,26,Business travel,125,4,0,3,4,4,4,4,0,0,Neutral
2408,Male,Loyal Customer,51,Business travel,125,3,2,2,5,1,3,3,16,36,Dissatisfied
2409,Female,Disloyal Customer,27,Business travel,125,5,5,3,4,4,4,4,0,0,Neutral
2414,Female,Disloyal Customer,25,Business travel,125,1,4,1,3,3,5,3,0,0,Satisfied
2417,Male,Loyal Customer,38,Business travel,125,2,5,3,4,4,4,4,0,0,Neutral
2418,Female,Loyal Customer,49,Business travel,125,4,4,4,2,4,4,4,0,0,Satisfied
2422,Female,Loyal Customer,37,Business travel,125,1,1,1,2,5,4,3,0,0,Satisfied
2425,Female,Loyal Customer,36,Business travel,125,0,4,0,4,4,4,3,0,2,Satisfied
2427,Female,Loyal Customer,60,Business travel,125,4,4,4,4,5,5,5,0,0,Satisfied
2429,Male,Loyal Customer,69,Business travel,125,2,2,2,3,3,2,4,0,0,Dissatisfied
2434,Male,Loyal Customer,39,Business travel,125,5,5,5,2,5,4,3,0,0,Satisfied
2438,Male,Loyal Customer,45,Business travel,125,3,3,3,4,4,4,4,0,0,Neutral
2440,Male,Loyal Customer,50,Business travel,125,4,4,4,5,4,3,5,6,8,Satisfied
2441,Male,Loyal Customer,42,Business travel,125,1,1,3,4,4,4,4,0,0,Neutral
2442,Female,Loyal Customer,46,Business travel,125,2,2,2,4,4,4,3,7,3,Satisfied
2444,Male,Loyal Customer,55,Business travel,125,2,2,2,4,4,5,5,0,0,Satisfied
2448,Female,Loyal Customer,39,Business travel,125,1,1,1,2,5,5,2,0,0,Satisfied
2453,Female,Loyal Customer,56,Business travel,125,2,2,3,4,4,4,4,0,0,Neutral
2455,Male,Loyal Customer,51,Personal Travel,125,1,2,1,3,4,1,3,18,21,Dissatisfied
2457,Female,Loyal Customer,71,Business travel,125,3,4,3,4,4,4,4,0,0,Neutral
2458,Female,Disloyal Customer,37,Business travel,125,3,3,3,5,5,5,5,0,0,Dissatisfied
2462,Male,Loyal Customer,60,Business travel,125,1,1,4,1,5,4,3,18,19,Satisfied
2464,Male,Loyal Customer,42,Business travel,125,0,4,0,4,3,3,5,45,41,Satisfied
2470,Female,Disloyal Customer,40,Business travel,125,2,2,3,4,4,4,4,0,0,Neutral
2471,Female,Disloyal Customer,25,Business travel,125,2,0,2,5,5,5,5,0,0,Satisfied
2478,Male,Loyal Customer,52,Business travel,125,4,3,3,4,2,4,4,0,96,Dissatisfied
2482,Male,Loyal Customer,61,Business travel,125,3,3,3,4,5,5,2,60,60,Satisfied
2484,Female,Loyal Customer,60,Business travel,125,1,1,1,5,2,1,4,0,0,Dissatisfied
2487,Female,Loyal Customer,58,Business travel,125,4,4,4,5,4,5,2,0,0,Satisfied
2490,Male,Loyal Customer,57,Business travel,125,4,4,4,5,4,5,5,0,0,Satisfied
2493,Male,Loyal Customer,45,Business travel,125,5,5,5,3,5,5,5,0,3,Satisfied
2495,Female,Loyal Customer,48,Business travel,125,4,4,4,3,4,5,3,0,0,Satisfied
2499,Male,Loyal Customer,49,Business travel,125,4,4,4,5,5,4,5,0,0,Satisfied
2500,Female,Disloyal Customer,25,Business travel,125,3,4,3,2,2,5,2,0,0,Satisfied
2524,Male,Loyal Customer,62,Business travel,125,1,2,2,5,2,1,2,3,2,Dissatisfied
2526,Female,Loyal Customer,44,Business travel,126,4,4,4,2,5,5,3,0,0,Satisfied
2528,Female,Loyal Customer,61,Business travel,126,5,5,5,3,5,3,5,0,0,Satisfied
2542,Male,Loyal Customer,40,Business travel,127,0,5,1,3,5,5,3,0,0,Satisfied
2544,Male,Loyal Customer,36,Business travel,127,0,5,3,4,4,4,4,0,0,Neutral
2553,Female,Loyal Customer,39,Business travel,127,2,3,3,3,1,2,2,19,7,Dissatisfied
2554,Female,Loyal Customer,11,Personal Travel,127,4,2,0,3,3,3,3,0,0,Satisfied
